id,features
1127,"[0.1025390625,0.08056558671646936,0.07813876602645466,0.0,0.0,0.02042289859806182]"
1128,"[0.1025390625,0.08006693339041107,0.07838869504825025,0.0,0.0,0.02042289859806182]"
1129,"[0.1025390625,0.07947642097576217,0.07788886108956047,0.0,0.0,0.02042289859806182]"
1130,"[0.1025390625,0.07974543859434978,0.07729695055283037,0.0,0.0,0.02042289859806182]"
1131,"[0.1025390625,0.07960107830027383,0.07756660510887001,0.0,0.0,0.02042289859806182]"
1132,"[0.1025390625,0.07950921921168322,0.07742190302127747,0.0,0.0,0.02042289859806182]"
1133,"[0.1025390625,0.07900400623844073,0.07732982644323713,0.0,0.0,0.02042289859806182]"
1134,"[0.1025390625,0.07900400623844073,0.07682341730646601,0.0,0.0,0.02042289859806182]"
1135,"[0.1025390625,0.07910898462139974,0.07682341730646601,0.0,0.0,0.02042289859806182]"
1136,"[0.1025390625,0.0793452040040663,0.07692864424066904,0.0,0.0,0.02042289859806182]"
1137,"[0.1025390625,0.07895152906096704,0.07716542290630192,0.0,0.0,0.02042289859806182]"
1138,"[0.1025390625,0.0787546915894174,0.0767708158818152,0.0,0.0,0.02042289859806182]"
1139,"[0.1025390625,0.07859721200097304,0.07657351236957183,0.0,0.0,0.02042289859806182]"
1140,"[0.1025390625,0.0778098621147745,0.07641565992581657,0.0,0.0,0.02042289859806182]"
1141,"[0.1025390625,0.0778098621147745,0.07562644587684311,0.0,0.0,0.02042289859806182]"
1142,"[0.1025390625,0.07741618717167524,0.07562644587684311,0.0,0.0,0.02042289859806182]"
1143,"[0.1025390625,0.07702251222857598,0.07523183885235638,0.0,0.0,0.02042289859806182]"
1144,"[0.1025390625,0.0766288372854767,0.07483723182786964,0.0,0.0,0.02042289859806182]"
1145,"[0.1025390625,0.0766288372854767,0.0744426248033829,0.0,0.0,0.02042289859806182]"
1146,"[0.1025390625,0.07623516234237744,0.0744426248033829,0.0,0.0,0.02042289859806182]"
1147,"[0.1025390625,0.07584148739927818,0.07404801777889616,0.0,0.0,0.02042289859806182]"
1148,"[0.1025390625,0.07544781245617892,0.07365341075440944,0.0,0.0,0.02042289859806182]"
1149,"[0.1025390625,0.07505413751307964,0.0732588037299227,0.0,0.0,0.02042289859806182]"
1150,"[0.1025390625,0.07466046256998038,0.07286419670543597,0.0,0.0,0.02042289859806182]"
1151,"[0.1025390625,0.07426678762688112,0.07246958968094923,0.0,0.0,0.02042289859806182]"
1152,"[0.1025390625,0.07387311268378186,0.0720749826564625,0.0,0.0,0.02042289859806182]"
1153,"[0.1025390625,0.07308576279758332,0.07168037563197577,0.0,0.0,0.02042289859806182]"
1154,"[0.1025390625,0.07308576279758332,0.0708911615830023,0.0,0.0,0.02042289859806182]"
1155,"[0.1025390625,0.07269208785448406,0.0708911615830023,0.0,0.0,0.02042289859806182]"
1156,"[0.1025390625,0.07229841291138478,0.07049655455851557,0.0,0.0,0.02042289859806182]"
1157,"[0.1025390625,0.07190473796828552,0.07010194753402883,0.0,0.0,0.02042289859806182]"
1158,"[0.1025390625,0.07151106302518626,0.0697073405095421,0.0,0.0,0.02042289859806182]"
1159,"[0.1025390625,0.07033003819588846,0.06931273348505536,0.0,0.0,0.02042289859806182]"
1160,"[0.1025390625,0.0699363632527892,0.06812891241159516,0.0,0.0,0.02042289859806182]"
1161,"[0.1025390625,0.0699363632527892,0.06773430538710842,0.0,0.0,0.02042289859806182]"
1162,"[0.1025390625,0.06954268830968993,0.06773430538710842,0.0,0.0,0.02042289859806182]"
1163,"[0.1025390625,0.06954268830968993,0.0673396983626217,0.0,0.0,0.02042289859806182]"
1164,"[0.1025390625,0.06914901336659066,0.0673396983626217,0.0,0.0,0.02042289859806182]"
1165,"[0.1025390625,0.0687553384234914,0.06694509133813496,0.0,0.0,0.02042289859806182]"
1166,"[0.1025390625,0.06836166348039213,0.06655048431364823,0.0,0.0,0.02042289859806182]"
1167,"[0.1025390625,0.06521226393559801,0.06615587728916149,0.0,0.0,0.02042289859806182]"
1168,"[0.1337890625,0.018240288382273748,0.016987851672075012,0.0,0.0,0.02042289859806182]"
1169,"[0.1337890625,0.01850272232566548,0.0159158327108992,0.0,0.0,0.02042289859806182]"
1170,"[0.1337890625,0.018109047382566214,0.016178888003956088,0.0,0.0,0.02042289859806182]"
1171,"[0.1337890625,0.018351826412416984,0.015784280979469354,0.0,0.0,0.02042289859806182]"
1172,"[0.1337890625,0.01795815146931772,0.016027634823183586,0.0,0.0,0.02042289859806182]"
1173,"[0.1337890625,0.016882080994967283,0.015633027798696852,0.0,0.0,0.02042289859806182]"
1174,"[0.1337890625,0.017197040171856026,0.01455440957453829,0.0,0.0,0.02042289859806182]"
1175,"[0.1337890625,0.017288923288458297,0.014870114462048794,0.0,0.0,0.02042289859806182]"
1176,"[0.1337890625,0.017288923288458297,0.014962215124990522,0.0,0.0,0.02042289859806182]"
1177,"[0.1337890625,0.017603834409323713,0.014962215124990522,0.0,0.0,0.02042289859806182]"
1178,"[0.1337890625,0.017210159466224447,0.015277871842698233,0.0,0.0,0.02042289859806182]"
1179,"[0.1337890625,0.01681648452312518,0.014883264818211499,0.0,0.0,0.02042289859806182]"
1180,"[0.1337890625,0.01652122831580073,0.014488657793724765,0.0,0.0,0.02042289859806182]"
1181,"[0.1337890625,0.016009479723385685,0.014192702525359714,0.0,0.0,0.02042289859806182]"
1182,"[0.1337890625,0.016147256342265763,0.013679742295408637,0.0,0.0,0.02042289859806182]"
1183,"[0.1337890625,0.016396570991289078,0.013817845120018435,0.0,0.0,0.02042289859806182]"
1184,"[0.1337890625,0.01589789363721912,0.01406775005691262,0.0,0.0,0.02042289859806182]"
1185,"[0.1337890625,0.014913706279470957,0.013567892013321455,0.0,0.0,0.02042289859806182]"
1186,"[0.1337890625,0.015182723898058565,0.01258137445210462,0.0,0.0,0.02042289859806182]"
1187,"[0.1337890625,0.01503841166000594,0.012851029008144261,0.0,0.0,0.02042289859806182]"
1188,"[0.1337890625,0.014946528543403672,0.012706375090354508,0.0,0.0,0.02042289859806182]"
1189,"[0.1337890625,0.014834990513260435,0.012614274427412779,0.0,0.0,0.02042289859806182]"
1190,"[0.1337890625,0.014834990513260435,0.012502472315128391,0.0,0.0,0.02042289859806182]"
1191,"[0.1337890625,0.014939992924231125,0.012502472315128391,0.0,0.0,0.02042289859806182]"
1192,"[0.1337890625,0.015176188278886019,0.012607723334232823,0.0,0.0,0.02042289859806182]"
1193,"[0.1337890625,0.014782513335786753,0.012844477914964306,0.0,0.0,0.02042289859806182]"
1194,"[0.1337890625,0.01458567586423712,0.012449870890477572,0.0,0.0,0.02042289859806182]"
1195,"[0.1337890625,0.014428196275792749,0.012252567378234205,0.0,0.0,0.02042289859806182]"
1196,"[0.1337890625,0.013247171446494952,0.012094714934478952,0.0,0.0,0.02042289859806182]"
1197,"[0.1337890625,0.013247171446494952,0.01091089386101875,0.0,0.0,0.02042289859806182]"
1198,"[0.1337890625,0.012853496503395687,0.01091089386101875,0.0,0.0,0.02042289859806182]"
1199,"[0.1337890625,0.01245982156029642,0.010516286836532017,0.0,0.0,0.02042289859806182]"
1200,"[0.1337890625,0.012066146617197154,0.010121679812045283,0.0,0.0,0.02042289859806182]"
1201,"[0.1337890625,0.012066146617197154,0.00972707278755855,0.0,0.0,0.02042289859806182]"
1202,"[0.1337890625,0.011672471674097889,0.00972707278755855,0.0,0.0,0.02042289859806182]"
1203,"[0.1337890625,0.011278796730998623,0.009332465763071816,0.0,0.0,0.02042289859806182]"
1204,"[0.1337890625,0.010885121787899358,0.00893785873858508,0.0,0.0,0.02042289859806182]"
1205,"[0.1337890625,0.010491446844800092,0.008543251714098346,0.0,0.0,0.02042289859806182]"
1206,"[0.1337890625,0.010097771901700827,0.008148644689611613,0.0,0.0,0.02042289859806182]"
1207,"[0.1337890625,0.010097771901700827,0.00775403766512488,0.0,0.0,0.02042289859806182]"
1208,"[0.1337890625,0.009704096958601562,0.00775403766512488,0.0,0.0,0.02042289859806182]"
1209,"[0.1337890625,0.008523072129303765,0.007359430640638145,0.0,0.0,0.02042289859806182]"
1210,"[0.1337890625,0.008523072129303765,0.006175609567177944,0.0,0.0,0.02042289859806182]"
1211,"[0.1337890625,0.0081293971862045,0.006175609567177944,0.0,0.0,0.02042289859806182]"
1212,"[0.1337890625,0.007735722243105233,0.00578100254269121,0.0,0.0,0.02042289859806182]"
1213,"[0.1337890625,0.007342047300005968,0.005386395518204476,0.0,0.0,0.02042289859806182]"
1214,"[0.1337890625,0.0069483723569067025,0.0049917884937177425,0.0,0.0,0.02042289859806182]"
1215,"[0.1337890625,0.005767347527608906,0.004597181469231009,0.0,0.0,0.02042289859806182]"
1216,"[0.1337890625,0.005373672584509641,0.0034133603957708066,0.0,0.0,0.02042289859806182]"
1217,"[0.1337890625,0.005373672584509641,0.003018753371284073,0.0,0.0,0.02042289859806182]"
1218,"[0.1337890625,0.004979997641410375,0.003018753371284073,0.0,0.0,0.02042289859806182]"
1219,"[0.1337890625,0.004586322698311109,0.002624146346797339,0.0,0.0,0.02042289859806182]"
1220,"[0.1337890625,0.0041926477552118434,0.0022295393223106053,0.0,0.0,0.02042289859806182]"
1221,"[0.1337890625,0.003798972812112578,0.0018349322978238713,0.0,0.0,0.02042289859806182]"
1222,"[0.1337890625,0.0034052978690133125,0.0014403252733371373,0.0,0.0,0.02042289859806182]"
1223,"[0.1337890625,0.0010432482104177191,0.0010457182488504036,0.0,0.0,0.02042289859806182]"
1224,"[0.14453125,0.026507462187358322,0.02428808162507959,0.0,0.0,0.023826715461430573]"
1225,"[0.14453125,0.027163571073849323,0.02538640129858081,0.0,0.0,0.023826715461430573]"
1226,"[0.14453125,0.02858737493299789,0.026044063616124435,0.0,0.0,0.023826715461430573]"
1227,"[0.14453125,0.029873354117243046,0.02747123853329887,0.0,0.0,0.023826715461430573]"
1228,"[0.14453125,0.028981049876097155,0.027076631508812135,0.0,0.0,0.023826715461430573]"
1229,"[0.14453125,0.030975663180330324,0.02876026245606071,0.0,0.0,0.023826715461430573]"
1230,"[0.14453125,0.03195985053807849,0.029865181392544682,0.0,0.0,0.023826715461430573]"
1231,"[0.14453125,0.03264222204131799,0.03045709192927478,0.0,0.0,0.023826715461430573]"
1232,"[0.14453125,0.03413818201949287,0.031535686068531944,0.0,0.0,0.023826715461430573]"
1233,"[0.14453125,0.03303589698441726,0.031141079044045214,0.0,0.0,0.023826715461430573]"
1234,"[0.14453125,0.03543730452611811,0.03303518794460126,0.0,0.0,0.023826715461430573]"
1235,"[0.14453125,0.03453185696259213,0.03264058092011452,0.0,0.0,0.023826715461430573]"
1236,"[0.14453125,0.03453185696259213,0.03224597389562779,0.0,0.0,0.023826715461430573]"
1237,"[0.14453125,0.03765501791864942,0.035126600357400665,0.0,0.0,0.023826715461430573]"
1238,"[0.14453125,0.03583097946921738,0.034731993332913935,0.0,0.0,0.023826715461430573]"
1239,"[0.14453125,0.03833738942188892,0.036165743428169715,0.0,0.0,0.023826715461430573]"
1240,"[0.14453125,0.03892790183653782,0.037638944591913616,0.0,0.0,0.023826715461430573]"
1241,"[0.14453125,0.04077161922752249,0.03902006917761719,0.0,0.0,0.023826715461430573]"
1242,"[0.14453125,0.042201958705843604,0.040078937782630296,0.0,0.0,0.023826715461430573]"
1243,"[0.14453125,0.04289744950345153,0.041118056768497946,0.0,0.0,0.023826715461430573]"
1244,"[0.14453125,0.04525293951486291,0.042604408288404554,0.0,0.0,0.023826715461430573]"
1245,"[0.14453125,0.04368479938965006,0.042209801263917816,0.0,0.0,0.023826715461430573]"
1246,"[0.14453125,0.04604028940106144,0.0437816541837834,0.0,0.0,0.023826715461430573]"
1247,"[0.14453125,0.04706385866992653,0.04457086823275687,0.0,0.0,0.023826715461430573]"
1248,"[0.14453125,0.04765437108457543,0.04559686094736322,0.0,0.0,0.023826715461430573]"
1249,"[0.14453125,0.04815302441063372,0.04618877148409332,0.0,0.0,0.023826715461430573]"
1250,"[0.14453125,0.04867791632542885,0.04629399841829635,0.0,0.0,0.023826715461430573]"
1251,"[0.14453125,0.060094489675307554,0.05786912977494008,0.0,0.0,0.023826715461430573]"
1252,"[0.14453125,0.059700814732208285,0.05786912977494008,0.0,0.0,0.023826715461430573]"
1253,"[0.14453125,0.05930713978910902,0.057474522750453345,0.0,0.0,0.023826715461430573]"
1254,"[0.14453125,0.05930713978910902,0.057079915725966615,0.0,0.0,0.023826715461430573]"
1255,"[0.14453125,0.058913464846009754,0.057079915725966615,0.0,0.0,0.023826715461430573]"
1256,"[0.14453125,0.05733876507361269,0.05668530870147988,0.0,0.0,0.023826715461430573]"
1257,"[0.14453125,0.05694509013051343,0.05510688060353294,0.0,0.0,0.023826715461430573]"
1258,"[0.14453125,0.05655141518741416,0.05471227357904621,0.0,0.0,0.023826715461430573]"
1259,"[0.14453125,0.05576406530121563,0.054317666554559475,0.0,0.0,0.023826715461430573]"
1260,"[0.14453125,0.05576406530121563,0.05352845250558601,0.0,0.0,0.023826715461430573]"
1261,"[0.14453125,0.05576406530121563,0.05352845250558601,0.0,0.0,0.023826715461430573]"
1262,"[0.14453125,0.05379569058571931,0.05352845250558601,0.0,0.0,0.023826715461430573]"
1263,"[0.14453125,0.05340201564262004,0.05155541738315234,0.0,0.0,0.023826715461430573]"
1264,"[0.14453125,0.053008340699520776,0.051160810358665605,0.0,0.0,0.023826715461430573]"
1265,"[0.14453125,0.052220990813322245,0.050766203334178875,0.0,0.0,0.023826715461430573]"
1266,"[0.14453125,0.051827315870222976,0.0499769892852054,0.0,0.0,0.023826715461430573]"
1267,"[0.14453125,0.051433640927123714,0.04958238226071867,0.0,0.0,0.023826715461430573]"
1268,"[0.14453125,0.051433640927123714,0.04918777523623193,0.0,0.0,0.023826715461430573]"
1269,"[0.14453125,0.051039965984024445,0.04918777523623193,0.0,0.0,0.023826715461430573]"
1270,"[0.14453125,0.05064629104092518,0.0487931682117452,0.0,0.0,0.023826715461430573]"
1271,"[0.14453125,0.050252616097825914,0.048398561187258465,0.0,0.0,0.023826715461430573]"
1272,"[0.14453125,0.04985894115472665,0.048003954162771735,0.0,0.0,0.023826715461430573]"
1273,"[0.14453125,0.04946526621162738,0.047609347138285,0.0,0.0,0.023826715461430573]"
1274,"[0.14453125,0.04907159126852812,0.04721474011379827,0.0,0.0,0.023826715461430573]"
1275,"[0.14453125,0.04867791632542885,0.04682013308931153,0.0,0.0,0.023826715461430573]"
1276,"[0.1728515625,0.43478773925562225,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1277,"[0.1728515625,0.43572599789034505,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1278,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1279,"[0.1728515625,0.43570631413849714,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1280,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1281,"[0.1728515625,0.4355685279107589,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1282,"[0.1728515625,0.4361721627992641,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1283,"[0.1728515625,0.43555540540757154,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1284,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1285,"[0.1728515625,0.43577848787962964,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1286,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1287,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1288,"[0.1728515625,0.4355619666562321,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1289,"[0.1728515625,0.4349517705132001,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1290,"[0.1728515625,0.4356013341481955,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1291,"[0.1728515625,0.4357128753812915,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1292,"[0.1728515625,0.4349648929987888,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1293,"[0.1728515625,0.43487303550580836,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1294,"[0.1728515625,0.43612623405277384,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1295,"[0.1728515625,0.4353192004381922,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1296,"[0.1728515625,0.4357653653705761,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1297,"[0.1728515625,0.4353520066873613,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1298,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1299,"[0.1728515625,0.4355685279107589,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1300,"[0.1728515625,0.4356997528957028,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1301,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1302,"[0.1728515625,0.43526671044890763,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1303,"[0.1728515625,0.43530607794087106,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1304,"[0.1728515625,0.4342825230911595,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1305,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1306,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1307,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1308,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1309,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1310,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1311,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1312,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1313,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1314,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1315,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1316,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1317,"[0.1728515625,0.4346761980342587,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1318,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1319,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1320,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1321,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1322,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1323,"[0.1728515625,0.4346761980342587,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1324,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1325,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1326,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1327,"[0.1728515625,0.4354635479204573,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1328,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1329,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1330,"[0.1728515625,0.435069872977358,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1331,"[0.1728515625,0.43349517320496095,0.43412692762304084,0.0,0.0,0.02042289859806182]"
1332,"[0.1884765625,0.43553572166158977,0.43487668096015747,0.0,0.0,0.04938628384843543]"
1333,"[0.1884765625,0.4357981716314776,0.43419927224576477,0.0,0.0,0.04938628384843543]"
1334,"[0.1884765625,0.4354044966766459,0.4344623436032627,0.0,0.0,0.04938628384843543]"
1335,"[0.1884765625,0.43564726289468575,0.4340677365670158,0.0,0.0,0.04938628384843543]"
1336,"[0.1884765625,0.4352535879398541,0.43431107756858534,0.0,0.0,0.04938628384843543]"
1337,"[0.1884765625,0.43535856793015565,0.4339164705323384,0.0,0.0,0.04938628384843543]"
1338,"[0.1884765625,0.4360671828206949,0.4340216990776896,0.0,0.0,0.04938628384843543]"
1339,"[0.1884765625,0.43615904031367536,0.4347319917147096,0.0,0.0,0.04938628384843543]"
1340,"[0.1884765625,0.43615904031367536,0.43482406669336193,0.0,0.0,0.04938628384843543]"
1341,"[0.1884765625,0.4364739802493829,0.43482406669336193,0.0,0.0,0.04938628384843543]"
1342,"[0.1884765625,0.4364739802493829,0.435139752294135,0.0,0.0,0.04938628384843543]"
1343,"[0.1884765625,0.4360803053532133,0.435139752294135,0.0,0.0,0.04938628384843543]"
1344,"[0.1884765625,0.4361787240889881,0.4347451453166891,0.0,0.0,0.04938628384843543]"
1345,"[0.1884765625,0.43566694663480127,0.4348437970728108,0.0,0.0,0.04938628384843543]"
1346,"[0.1884765625,0.43580473287427196,0.4343308079127535,0.0,0.0,0.04938628384843543]"
1347,"[0.1884765625,0.4360540603351062,0.43446892038073204,0.0,0.0,0.04938628384843543]"
1348,"[0.1884765625,0.43555540540757154,0.4347188381597709,0.0,0.0,0.04938628384843543]"
1349,"[0.1884765625,0.4349648929987888,0.4342190025958131,0.0,0.0,0.04938628384843543]"
1350,"[0.1884765625,0.43562757914283784,0.4336270920649631,0.0,0.0,0.04938628384843543]"
1351,"[0.1884765625,0.43548323166790553,0.4342913472126569,0.0,0.0,0.04938628384843543]"
1352,"[0.1884765625,0.435785049122424,0.43414665797455915,0.0,0.0,0.04938628384843543]"
1353,"[0.1884765625,0.43567350790106046,0.43444919002480364,0.0,0.0,0.04938628384843543]"
1354,"[0.1884765625,0.43567350790106046,0.4343373847137433,0.0,0.0,0.04938628384843543]"
1355,"[0.1884765625,0.43577848787962964,0.4343373847137433,0.0,0.0,0.04938628384843543]"
1356,"[0.1884765625,0.4360146928314103,0.4344426132473343,0.0,0.0,0.04938628384843543]"
1357,"[0.1884765625,0.4356210179000435,0.4346793774479141,0.0,0.0,0.04938628384843543]"
1358,"[0.1884765625,0.43542418042556075,0.43428477043518754,0.0,0.0,0.04938628384843543]"
1359,"[0.1884765625,0.43526671044890763,0.43408746692000416,0.0,0.0,0.04938628384843543]"
1360,"[0.1884765625,0.43408568561960986,0.43392962411079744,0.0,0.0,0.04938628384843543]"
1361,"[0.1884765625,1.0,1.0,1.0,0.0,0.04938628384843543]"
1362,"[0.0478515625,0.4359884478602329,0.4320683942994242,0.43478260869565216,0.0,0.185318897172632]"
1363,"[0.0478515625,0.4361327953424979,0.43465307033803674,0.43478260869565216,0.0,0.185318897172632]"
1364,"[0.0478515625,0.43607374406348925,0.4347977595834846,0.43478260869565216,0.0,0.185318897172632]"
1365,"[0.0478515625,0.43637556151360807,0.43473856849217896,0.43478260869565216,0.0,0.185318897172632]"
1366,"[0.0478515625,0.43618528533178247,0.4350411005380133,0.43478260869565216,0.0,0.185318897172632]"
1367,"[0.0478515625,0.4364542965209998,0.43485037385028014,0.43478260869565216,0.0,0.185318897172632]"
1368,"[0.0751953125,0.4356800691438548,0.43216046937215813,0.5217391304347826,0.0,0.16678700823001402]"
1369,"[0.0751953125,0.4356341403973646,0.4343439614912126,0.5217391304347826,0.0,0.16678700823001402]"
1370,"[0.0751953125,0.4356013341481955,0.43429792400188644,0.5217391304347826,0.0,0.16678700823001402]"
1371,"[0.0751953125,0.4359884478602329,0.43426504007925915,0.5217391304347826,0.0,0.16678700823001402]"
1372,"[0.0751953125,0.4364346127926167,0.43465307033803674,0.5217391304347826,0.0,0.16678700823001402]"
1373,"[0.0751953125,0.4360409378495175,0.435100291629319,0.5217391304347826,0.0,0.16678700823001402]"
1374,"[0.9892578125,0.4356538241374801,0.43156855883542805,0.34782608695652173,1.0,0.14945848413857257]"
1375,"[0.9892578125,0.4356538241374801,0.4343176543460547,0.34782608695652173,1.0,0.14945848413857257]"
1376,"[0.9892578125,0.434866474263014,0.4343176543460547,0.34782608695652173,1.0,0.14945848413857257]"
1377,"[0.9892578125,0.43549635416669324,0.4335284403088414,0.34782608695652173,1.0,0.14945848413857257]"
1378,"[0.9892578125,0.43524046545426537,0.4341598115427281,0.34782608695652173,1.0,0.14945848413857257]"
1379,"[0.9892578125,0.43497801548437753,0.4339033169773997,0.34782608695652173,1.0,0.14945848413857257]"
1380,"[0.0478515625,0.4331146207474504,0.43216704605554584,0.43478260869565216,0.0,0.14993982801332267]"
1381,"[0.0478515625,0.4358834678816637,0.4317724390310591,0.43478260869565216,0.0,0.14993982801332267]"
1382,"[0.0478515625,0.4352207817024174,0.4345478418044457,0.43478260869565216,0.0,0.14993982801332267]"
1383,"[0.0478515625,0.43608686659600765,0.4338835866214713,0.43478260869565216,0.0,0.14993982801332267]"
1384,"[0.0478515625,0.4359818866174385,0.4347517220941584,0.43478260869565216,0.0,0.14993982801332267]"
1385,"[0.0478515625,0.43558821165087436,0.4346464935605674,0.43478260869565216,0.0,0.14993982801332267]"
1386,"[0.1025390625,0.43562757914283784,0.43120683560420636,0.6521739130434783,0.0,0.1926766426113422]"
1387,"[0.1025390625,0.43622465278854866,0.4342913472126569,0.6521739130434783,0.0,0.1926766426113422]"
1388,"[0.1025390625,0.43571943662408585,0.4348898345150961,0.6521739130434783,0.0,0.1926766426113422]"
1389,"[0.1025390625,0.43653959277118587,0.43438342217954906,0.6521739130434783,0.0,0.1926766426113422]"
1390,"[0.1025390625,0.43655271525677464,0.43520552016291003,0.6521739130434783,0.0,0.1926766426113422]"
1391,"[0.1025390625,0.43615904031367536,0.43521867371784867,0.6521739130434783,0.0,0.1926766426113422]"
1392,"[0.1025390625,0.4363361940568419,0.43482406669336193,0.6521739130434783,0.0,0.1926766426113422]"
1393,"[0.1337890625,0.43694639019987386,0.4310818767382073,0.7391304347826086,0.0,0.2137184026835445]"
1394,"[0.1337890625,0.4373335039001788,0.4356132807423354,0.7391304347826086,0.0,0.2137184026835445]"
1395,"[0.1337890625,0.4364149290642336,0.4360013109893528,0.7391304347826086,0.0,0.2137184026835445]"
1396,"[0.1337890625,0.43716291139980656,0.435080561296911,0.7391304347826086,0.0,0.2137184026835445]"
1397,"[0.1337890625,0.43694639019987386,0.4358303145869868,0.7391304347826086,0.0,0.2137184026835445]"
1398,"[0.1337890625,0.43666425647813817,0.4356132807423354,0.7391304347826086,0.0,0.2137184026835445]"
1399,"[0.1337890625,0.4364871027349716,0.43533047902890903,0.7391304347826086,0.0,0.2137184026835445]"
1400,"[0.0205078125,0.4353913741793248,0.4327523798148066,0.34782608695652173,0.0,0.1342960333050134]"
1401,"[0.0205078125,0.43573912037593376,0.4340545830003169,0.34782608695652173,0.0,0.1342960333050134]"
1402,"[0.0205078125,0.4352010979505695,0.43440315253547745,0.34782608695652173,0.0,0.1342960333050134]"
1403,"[0.0205078125,0.4361196728099795,0.43386385626554286,0.34782608695652173,0.0,0.1342960333050134]"
1404,"[0.0205078125,0.43614591782808665,0.4347846059815051,0.34782608695652173,0.0,0.1342960333050134]"
1405,"[0.0205078125,0.4357522428849874,0.4348109131384233,0.34782608695652173,0.0,0.1342960333050134]"
1406,"[0.0205078125,0.43602125407420467,0.43441630611393656,0.34782608695652173,0.0,0.1342960333050134]"
1407,"[0.0517578125,0.4336920106765106,0.4327458030373373,0.43478260869565216,0.0,0.13068591809427818]"
1408,"[0.0517578125,0.4359293965812242,0.43235119601285055,0.43478260869565216,0.0,0.13068591809427818]"
